basin,sea_surface_temp_c,vertical_wind_shear_knots,mid_troposphere_rh,vorticity_850hpa,sea_level_pressure_hpa,cyclogenesis_label
1,28.68363085593471,9.296116934206697,61.58498878813457,4.5158696859097756,1007.2205753838832,1
1,26.531634759036674,7.445455633316157,89.156500303737,11.291354703593395,1013.780893727109,1
1,28.905335105970636,15.316906251597436,77.30154231525155,2.873166865988572,1013.1967398635184,0
1,30.496168478420888,43.82701103940903,62.572966751493155,19.171374867582745,1004.6598776945882,1
0,28.321312424736185,27.101829374997372,95.0,15.415715921376473,1011.4352093706011,0
0,28.85875784707032,35.48485924176938,53.63675105634026,7.923517380920576,1011.9177098781291,0
0,29.065864670091816,8.468636352901418,58.247663302201346,8.564202077564534,1009.6015733189826,1
1,27.865163116536255,8.996881175344159,66.67382995150487,3.3785087899112423,1008.5503228511316,1
1,30.01835318594936,14.555661878365077,49.627915215484215,3.317813993267817,1008.413091813953,1
1,28.39886182795845,27.252778499359234,89.48370997553417,14.895053341293,1001.0719425537236,0
0,27.286146051962483,20.6185286059061,70.19782446451137,3.0520716145552207,1000.7172666174374,0
1,30.084608650025416,15.876581261725462,58.520613717202465,1.4585138664647666,1010.1331655512414,1
1,28.70322203693526,13.253076269821735,73.37344341685714,1.7456578303740256,1002.5984828662869,0
0,30.07108400666096,21.151695739076096,69.7526701795747,6.576629703616448,1001.4428585345653,1
0,26.971885418405922,15.742010121349157,64.34418699048985,3.1728491028353765,998.6981179852427,1
0,28.09961893256102,24.742539366370334,53.49781799814224,2.000450971720652,1005.0971717530717,0
0,29.93421329749967,36.53801123403449,50.765456893650715,8.563867390203889,1008.4973447068501,1
1,29.623699403692854,14.620848010702712,94.24161196931871,4.0183611909715475,1008.8196832532556,1
1,28.522041913309764,10.454840335297177,51.767181378680036,4.773247709206967,1010.4023804302365,0
0,28.404641139900935,13.060678965731357,88.3755862322165,1.7522922550957325,1005.4340053072268,1
1,29.459169997824265,14.387130413314207,57.862890228608535,1.9635718328222675,1007.4291164516738,1
0,28.280138438666643,13.612926875685403,77.48039081048387,1.6052958976138825,1010.3832722208932,0
0,29.5338916618197,8.126232534530192,73.58519708096935,4.251988675447379,1008.855912119305,1
1,29.835738753293427,15.955526362399295,75.985024403557,7.725606402559307,1004.6605235759669,1
1,29.773331989371833,8.555364755728895,76.78417126688228,6.930249436574517,1008.1985799066268,0
1,27.132420849484614,7.09915544271766,48.66121253194987,2.3624638683884465,999.0630743666909,0
0,29.34717334720867,18.336636823219923,59.883848090309876,9.583787546007342,1007.0004922194837,0
1,30.948773353107054,17.394320532495477,51.583424489387426,1.5025159506383097,1004.52639195706,1
1,28.923365620624814,5.063615202101037,70.27161273017117,1.5449262832446107,1013.0743068519363,1
0,30.671274466605222,8.651039600170508,52.11986801450929,9.51621666323658,1003.0911035395707,1
1,29.81707393656426,10.115673731141127,44.22743387512135,2.2612106438140533,1007.4667143416474,1
0,30.4601049761625,10.606565922779772,65.1502719614771,6.541292276428685,1005.2846689934485,1
0,29.744453977377724,13.897855955500615,41.49105137015065,1.0410447818440802,1004.767099682049,1
1,29.629892875432905,39.799751268508906,71.10485833665147,1.4422409663733868,1008.509327502086,0
1,30.00748918716711,9.44833559565762,52.9084457194671,5.229038697474614,1005.3271866947805,1
1,31.136766839270166,7.733819862193569,57.91304302303727,1.9063070830281452,1014.4079620186077,1
0,29.475818431145,9.446621716322714,40.635008322107595,1.1287870325921143,999.101628362456,1
0,28.287419776193367,28.121080929505993,87.80122656570255,3.8311028476886313,1009.5246831686485,1
1,31.03507542325494,6.550415406217237,50.445021356263055,2.8056462989842172,1006.6608209613756,1
1,31.36873747618594,20.438852585409045,63.631985185425265,8.293540183761504,1006.798736617617,1
0,28.46179074776206,16.696351747736422,46.499136890465046,8.687412519513307,1008.208490031719,0
1,28.05180716011248,10.528590912981823,57.97198629943073,5.288566058585337,1010.9910110019504,0
0,28.284507920938122,16.505841211014555,89.02186137229052,2.560475556881346,1008.0602922029291,1
1,26.901481556173213,3.6012667658100885,71.56972082318417,3.786413512310928,1011.0053198788321,1
0,27.65033151893031,11.55969549233786,59.316428044273046,6.451845909024422,1007.1856081218067,1
1,28.742159642199873,18.695673127943913,67.58991824413444,1.323223650354984,1002.8635611988275,1
0,30.734324053562265,9.633781736688794,61.27329131976066,2.818951869979013,1006.6434243530355,1
1,28.4704620359777,22.403725381801262,66.89095304206896,8.776228869937922,1011.6117038179572,1
1,27.372980354439285,16.58520561866691,76.92642462839554,3.34415805262696,1005.3572750870869,0
0,29.84857681143274,22.49152853762067,64.02682412111552,5.409749536762035,1002.6687855723609,1
